,TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP
9398,Feminino,Parda,Estadual,535.4,465.9,562.1,538.0,580.0,EM incompleto,EM incompleto,True,17.0,132.0,0.4,0.0,0.2,0.6
9399,Masculino,Branca,Privada,517.1,465.1,515.1,457.1,620.0,EF-1 incompleto,PG incompleto,True,18.0,1980.0016666666668,1.0,0.0,0.3333333333333333,1.6666666666666667
9400,Feminino,Branca,Estadual,574.2,528.7,451.7,543.7,700.0,EF-1 incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,2.125
9401,Feminino,Preta,Estadual,576.6,488.4,684.9,536.8,880.0,EM incompleto,ES incompleto,True,18.0,330.0,0.5,0.0,0.0,1.5
9402,Feminino,Branca,Estadual,510.7,489.8,502.4,553.1,580.0,PG completo,ES incompleto,True,17.0,1155.0025,1.5,1.0,0.0,4.0
9403,Feminino,Branca,Privada,590.2,573.5,766.8,626.7,880.0,ES incompleto,ES incompleto,True,17.0,907.50125,1.125,0.0,0.25,1.25
9404,Feminino,Branca,Municipal,377.9,424.4,457.8,444.1,500.0,PG completo,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667
9405,Masculino,Branca,Estadual,645.8,572.4,577.1,591.2,620.0,ES incompleto,ES incompleto,True,18.0,330.0007142857143,0.6428571428571429,0.1428571428571428,0.0,0.5714285714285714
9406,Feminino,Preta,Estadual,600.6,466.7,498.9,568.3,660.0,EF-2 incompleto,PG incompleto,True,18.0,132.0,0.9,0.2,0.0,1.2
9407,Feminino,Parda,Privada,486.8,392.9,393.5,535.0,640.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,1.125,0.25,1.5
9408,Masculino,Branca,Privada,616.5,526.6,653.8,567.1,860.0,PG incompleto,PG completo,True,18.0,5940.001666666667,1.5,0.6666666666666666,0.3333333333333333,2.6666666666666665
9409,Feminino,Branca,Estadual,553.2,508.3,583.9,531.0,380.0,EM incompleto,EM incompleto,True,18.0,110.0,0.5,0.0,0.0,0.5
9410,Masculino,Amarela,Privada,611.0,668.2,736.9,621.8,720.0,PG completo,PG completo,True,17.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9411,Masculino,Branca,Estadual,587.8,481.6,705.7,580.9,640.0,EF-1 incompleto,EF-1 incompleto,True,18.0,330.0007142857143,0.2857142857142857,0.0,0.0,0.5714285714285714
9412,Feminino,Branca,Estadual,446.4,393.4,392.5,466.1,760.0,ES incompleto,PG completo,True,17.0,742.50125,0.75,0.0,0.0,1.0
9413,Masculino,Branca,Estadual,666.7,516.9,640.2,557.9,440.0,ES incompleto,ES incompleto,True,17.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
9414,Feminino,Branca,Privada,547.3,519.4,503.6,553.1,580.0,EF-2 incompleto,ES incompleto,True,18.0,1210.0016666666668,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9415,Feminino,Branca,Privada,520.3,509.0,652.4,525.4,580.0,PG completo,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.25,2.25
9416,Masculino,Parda,Privada,525.5,466.0,641.6,496.8,280.0,PG completo,PG completo,True,18.0,1815.0025,1.0,0.5,0.5,3.5
9417,Feminino,Preta,Privada,570.1,425.2,564.9,530.5,560.0,PG completo,PG incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25
9418,Masculino,Branca,Privada,471.3,496.2,410.4,516.6,600.0,ES incompleto,PG completo,True,17.0,1980.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
9419,Feminino,Branca,Privada,511.4,486.4,451.3,527.2,760.0,EM incompleto,PG incompleto,True,18.0,550.0016666666667,1.0,0.0,0.0,1.3333333333333333
9420,Masculino,Branca,Privada,534.9,463.0,434.2,520.2,600.0,ES incompleto,PG incompleto,True,17.0,907.50125,0.5,0.25,0.25,1.0
9421,Feminino,Parda,Privada,532.1,590.4,626.2,472.5,860.0,EF-2 incompleto,ES incompleto,True,18.0,1815.00125,1.125,0.25,0.25,1.5
9422,Feminino,Parda,Estadual,525.2,483.3,450.7,514.0,440.0,PG incompleto,ES incompleto,True,18.0,742.50125,0.5,0.25,0.25,1.5
9423,Masculino,Branca,Privada,592.9,585.4,727.5,576.1,760.0,PG incompleto,PG incompleto,True,17.0,5775.001249999999,0.75,0.75,0.25,1.5
9424,Feminino,Branca,Privada,598.6,642.1,661.9,550.8,920.0,ES incompleto,ES incompleto,True,17.0,1980.0016666666668,1.5,0.6666666666666666,0.6666666666666666,3.333333333333333
9425,Feminino,Branca,Municipal,477.0,509.7,595.9,529.0,640.0,EM incompleto,ES incompleto,True,17.0,94.28571428571428,0.2857142857142857,0.1428571428571428,0.0,0.8571428571428571
9426,Feminino,Branca,Privada,593.1,532.8,727.9,542.8,880.0,PG completo,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.25,2.625
9427,Masculino,Branca,Privada,602.9,655.6,794.6,583.7,880.0,PG completo,PG completo,True,18.0,9900.001666666663,1.0,1.0,0.3333333333333333,2.6666666666666665
9428,Masculino,Preta,Privada,599.9,617.5,667.8,585.0,920.0,ES incompleto,ES incompleto,True,18.0,1485.00125,0.75,0.25,0.25,2.0
9429,Feminino,Branca,Privada,588.0,519.3,610.4,552.1,600.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,1.125,0.5,2.0
9430,Feminino,Branca,Privada,490.9,519.5,478.0,581.8,660.0,PG incompleto,ES incompleto,True,17.0,2805.0012500000003,1.125,0.25,0.25,1.5
9431,Feminino,Parda,Estadual,526.8,392.6,518.8,515.8,520.0,ES incompleto,EM incompleto,True,18.0,206.250625,0.5625,0.0,0.0,0.625
9432,Masculino,Branca,Privada,622.9,648.3,775.1,565.8,680.0,ES incompleto,PG incompleto,True,18.0,4840.001666666667,0.3333333333333333,1.0,0.3333333333333333,3.0
9433,Feminino,Branca,Estadual,456.8,471.1,607.6,545.6,520.0,ES incompleto,EM incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
9434,Masculino,Branca,Privada,634.0,564.6,647.5,543.5,860.0,EF-2 incompleto,ES incompleto,True,17.0,907.50125,1.125,0.25,0.25,2.0
9435,Masculino,Parda,Estadual,576.0,506.3,644.7,569.8,880.0,ES incompleto,ES incompleto,True,17.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333
9436,Masculino,Branca,Estadual,559.3,575.5,728.3,617.5,360.0,PG incompleto,EM incompleto,False,19.0,220.0,0.6666666666666666,0.0,0.0,1.0
9437,Feminino,Branca,Privada,508.3,525.1,567.2,585.6,860.0,PG completo,PG completo,True,17.0,4840.001666666667,1.0,1.0,0.3333333333333333,2.0
9438,Masculino,Parda,Estadual,678.4,482.0,776.9,647.4,760.0,ES incompleto,PG incompleto,True,17.0,462.001,0.9,0.4,0.2,1.8
9439,Feminino,Parda,Estadual,496.9,417.4,371.9,435.5,500.0,EF-1 incompleto,EF-1 incompleto,True,17.0,132.0,0.4,0.0,0.0,0.8
9440,Feminino,Amarela,Privada,623.9,641.5,779.9,563.7,740.0,PG incompleto,PG completo,True,17.0,4180.001666666667,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333
9441,Feminino,Branca,Estadual,527.9,385.8,585.5,509.6,560.0,EF-2 incompleto,EF-1 incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9442,Feminino,Branca,Privada,513.5,497.8,519.6,470.6,680.0,EM incompleto,ES incompleto,True,18.0,7700.001666666666,1.0,0.3333333333333333,0.3333333333333333,2.0
9443,Feminino,Branca,Privada,589.7,486.5,735.8,601.1,600.0,ES incompleto,PG completo,True,18.0,2475.0012500000003,1.125,1.125,0.25,1.5
9444,Feminino,Branca,Estadual,596.4,549.2,713.5,601.1,540.0,EM incompleto,PG incompleto,True,17.0,742.50125,1.125,0.25,0.5,1.75
9445,Feminino,Branca,Privada,592.0,549.8,582.4,587.2,660.0,ES incompleto,PG completo,True,17.0,2420.0016666666666,1.0,0.0,0.6666666666666666,2.0
9446,Masculino,Branca,Privada,549.8,583.4,588.5,535.7,560.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667
9447,Masculino,Parda,Estadual,541.8,513.9,746.5,526.5,920.0,ES incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.5,0.25,1.5
9448,Feminino,Branca,Privada,539.6,486.7,462.1,550.6,400.0,PG incompleto,PG incompleto,True,18.0,1485.00125,0.75,0.5,0.5,2.0
9449,Feminino,Branca,Privada,681.0,605.8,731.7,622.2,960.0,ES incompleto,EF-2 incompleto,True,18.0,3630.00125,0.75,0.5,0.25,1.75
9450,Feminino,Parda,Estadual,437.3,339.6,619.3,468.0,700.0,ES incompleto,EF-2 incompleto,True,17.0,110.0,0.1666666666666666,0.0,0.0,0.3333333333333333
9451,Feminino,Amarela,Privada,539.9,578.6,750.5,568.9,860.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.25,2.5
9452,Feminino,Parda,Privada,545.7,471.1,366.3,537.5,540.0,ES incompleto,ES incompleto,True,17.0,2420.0016666666666,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333
9453,Feminino,Branca,Privada,489.3,460.0,610.9,520.6,400.0,ES incompleto,ES incompleto,True,18.0,1188.001,0.9,0.2,0.4,0.6
9454,Masculino,Branca,Estadual,498.8,450.3,366.5,530.9,600.0,EF-2 incompleto,ES incompleto,True,17.0,412.50125,1.125,0.0,0.25,1.25
9455,Masculino,Branca,Estadual,363.9,389.6,506.7,476.9,460.0,ES incompleto,ES incompleto,True,18.0,385.0008333333333,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334
9456,Feminino,Parda,Privada,569.7,417.2,385.6,527.1,660.0,EM incompleto,EM incompleto,True,17.0,47.142857142857146,0.0714285714285714,0.0714285714285714,0.2142857142857142,0.6428571428571429
9457,Feminino,Branca,Privada,564.0,601.2,746.9,576.5,820.0,PG incompleto,PG incompleto,True,17.0,5940.001666666667,1.5,1.5,1.5,3.8333333333333335
9458,Masculino,Branca,Estadual,495.9,418.1,501.1,474.5,500.0,ES incompleto,EF-2 incompleto,True,18.0,132.0,0.2,0.0,0.2,0.8
9459,Feminino,Parda,Estadual,550.6,469.3,569.5,528.0,540.0,EF-1 incompleto,ES incompleto,True,19.0,412.50125,1.125,0.25,0.25,1.25
9460,Masculino,Branca,Estadual,397.6,412.5,486.5,448.5,540.0,PG completo,PG incompleto,True,17.0,594.001,0.9,0.2,0.0,1.2
9461,Masculino,Branca,Privada,591.4,487.0,436.2,562.5,520.0,EM incompleto,PG completo,True,18.0,4180.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333
9462,Feminino,Branca,Privada,605.0,439.2,607.4,594.2,820.0,EM incompleto,ES incompleto,True,17.0,220.0,1.0,0.0,0.3333333333333333,1.0
9463,Feminino,Parda,Estadual,590.1,533.3,539.5,647.9,600.0,EM incompleto,PG incompleto,True,18.0,1815.00125,1.125,0.25,0.25,1.5
9464,Masculino,Branca,Privada,674.0,630.6,612.8,599.5,700.0,PG incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.25,1.5
9465,Feminino,Preta,Estadual,390.4,527.8,481.6,534.5,540.0,EF-2 incompleto,EM incompleto,True,18.0,770.0016666666667,1.0,0.0,0.0,1.6666666666666667
9466,Masculino,Branca,Estadual,516.6,465.5,558.7,452.4,460.0,EM incompleto,ES incompleto,True,17.0,0.0,0.9,0.4,0.2,1.6
9467,Masculino,Preta,Estadual,510.3,457.5,416.5,506.8,800.0,EF-1 incompleto,ES incompleto,True,18.0,424.2864285714286,0.6428571428571429,0.1428571428571428,0.0,0.5714285714285714
9468,Feminino,Branca,Privada,619.0,558.6,421.2,583.6,900.0,PG incompleto,ES incompleto,True,18.0,2420.0016666666666,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667
9469,Feminino,Parda,Estadual,553.4,427.7,554.5,553.9,580.0,ES incompleto,PG completo,True,18.0,742.50125,1.125,0.25,1.0,1.5
9470,Masculino,Branca,Privada,567.2,622.6,777.7,529.3,640.0,PG incompleto,EM incompleto,True,18.0,2860.001666666667,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
9471,Masculino,Parda,Estadual,365.8,465.6,357.4,393.1,420.0,ES incompleto,ES incompleto,True,17.0,275.00083333333333,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666
9472,Masculino,Preta,Estadual,485.6,446.0,449.7,313.7,520.0,ES incompleto,ES incompleto,True,18.0,330.0,2.25,0.5,0.5,2.0
9473,Masculino,Parda,Estadual,495.0,512.8,491.2,549.0,500.0,ES incompleto,ES incompleto,True,17.0,924.001,0.9,0.4,0.2,1.2
9474,Feminino,Branca,Estadual,393.1,503.1,442.2,543.1,700.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.0
9475,Masculino,Branca,Privada,604.7,643.0,731.7,582.5,780.0,ES incompleto,ES incompleto,True,17.0,1210.0008333333333,0.75,0.5,0.1666666666666666,1.3333333333333333
9476,Masculino,Parda,Estadual,526.1,477.8,555.0,486.4,600.0,EF-1 incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.0,0.25,1.25
9477,Masculino,Branca,Privada,631.2,715.3,853.8,637.7,840.0,PG completo,PG completo,True,18.0,9900.001666666663,1.0,1.0,0.3333333333333333,2.0
9478,Masculino,Branca,Privada,614.1,643.9,752.4,626.1,780.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,0.25,0.5,2.375
9479,Feminino,Parda,Estadual,477.8,455.3,354.5,355.0,560.0,EF-2 incompleto,ES incompleto,True,18.0,0.0,1.0,0.0,0.0,1.5
9480,Feminino,Branca,Estadual,613.7,504.5,578.2,587.3,600.0,PG completo,ES incompleto,True,18.0,1485.00125,0.75,0.5,0.25,1.5
9481,Masculino,Parda,Estadual,576.5,626.7,672.0,651.6,760.0,PG incompleto,ES incompleto,True,18.0,2475.0012500000003,1.125,1.125,0.25,1.5
9482,Masculino,Branca,Privada,652.3,638.5,652.7,553.2,760.0,PG completo,PG completo,True,17.0,1485.00125,1.125,0.5,0.25,2.25
9483,Masculino,Branca,Privada,724.3,713.7,869.3,658.5,840.0,ES incompleto,ES incompleto,True,17.0,2145.0012500000003,1.125,0.25,0.25,1.25
9484,Feminino,Branca,Estadual,642.1,599.9,679.4,633.2,880.0,PG incompleto,ES incompleto,True,18.0,110.0,0.75,0.1666666666666666,0.1666666666666666,1.5
9485,Masculino,Branca,Privada,561.2,611.3,636.3,518.6,660.0,PG incompleto,PG incompleto,True,17.0,2860.001666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
9486,Feminino,Branca,Privada,616.9,629.1,614.3,542.0,640.0,PG incompleto,PG incompleto,True,17.0,1485.00125,0.75,0.25,0.25,1.5
9487,Masculino,Branca,Estadual,578.3,558.3,684.8,572.9,540.0,EM incompleto,ES incompleto,True,17.0,412.50125,0.75,0.0,0.25,1.25
9488,Masculino,Branca,Privada,518.8,586.9,673.2,562.0,540.0,PG incompleto,PG completo,True,18.0,1485.00125,0.75,0.5,0.25,1.0
9489,Feminino,Preta,Estadual,581.5,501.7,578.5,502.8,740.0,ES incompleto,ES incompleto,True,18.0,110.0,0.5,0.0,0.1666666666666666,0.6666666666666666
9490,Masculino,Branca,Estadual,534.6,538.2,586.7,536.4,600.0,ES incompleto,PG incompleto,True,18.0,726.001,0.9,0.0,0.2,0.6
9491,Masculino,Parda,Estadual,548.8,546.6,600.5,514.3,440.0,ES incompleto,EM incompleto,True,18.0,412.50125,0.75,0.25,0.0,1.25
9492,Masculino,Branca,Estadual,489.1,511.9,519.1,539.0,540.0,EF-1 incompleto,ES incompleto,True,17.0,412.50125,0.5,0.0,0.0,1.25
9493,Masculino,Branca,Estadual,604.9,656.6,760.7,632.2,920.0,PG completo,PG incompleto,True,17.0,1980.001,0.9,0.9,0.4,2.3
9494,Feminino,Amarela,Privada,571.3,566.5,703.0,619.6,820.0,PG incompleto,PG incompleto,True,18.0,2805.0012500000003,0.75,0.75,0.25,1.5
9495,Feminino,Branca,Privada,672.8,779.9,838.6,585.5,900.0,PG incompleto,PG incompleto,True,17.0,2475.0012500000003,0.75,0.25,0.25,1.75
9496,Masculino,Parda,Estadual,587.8,485.0,496.8,590.9,460.0,EF-2 incompleto,ES incompleto,True,18.0,577.50125,0.5,0.5,0.25,1.25
9497,Masculino,Branca,Privada,464.9,580.6,645.8,481.9,480.0,PG completo,PG incompleto,True,18.0,2145.0012500000003,0.75,0.5,0.25,1.75
9498,Masculino,Branca,Estadual,620.2,617.3,780.5,582.0,620.0,PG completo,PG completo,True,17.0,4455.00125,0.75,0.75,0.25,2.25
9499,Masculino,Preta,Municipal,358.1,489.3,450.6,476.8,400.0,ES incompleto,EF-2 incompleto,True,18.0,594.001,0.9,0.2,0.2,1.0
9500,Masculino,Branca,Estadual,458.3,403.1,506.6,456.8,0.0,EF-2 incompleto,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667
9501,Feminino,Preta,Estadual,538.3,417.7,398.2,515.1,660.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.0,0.0,2.0
9502,Feminino,Branca,Privada,604.1,389.1,653.1,570.0,840.0,EF-2 incompleto,ES incompleto,True,18.0,594.001,0.0,0.2,0.0,0.8
9503,Feminino,Branca,Privada,669.3,632.2,759.5,615.6,900.0,PG incompleto,PG incompleto,True,17.0,1452.001,0.9,0.2,0.4,1.2
9504,Masculino,Parda,Estadual,488.4,570.0,495.7,541.5,620.0,PG incompleto,ES incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.25,0.75
9505,Feminino,Amarela,Privada,653.6,606.7,708.8,615.5,840.0,PG incompleto,ES incompleto,True,18.0,7260.0025,1.0,1.0,0.5,3.0
9506,Masculino,Branca,Estadual,522.2,415.2,445.5,486.7,560.0,ES incompleto,ES incompleto,True,17.0,907.50125,1.125,0.0,0.5,1.5
9507,Feminino,Branca,Privada,572.5,567.7,722.2,578.7,860.0,EF-2 incompleto,PG incompleto,True,17.0,4455.00125,1.125,0.75,0.75,1.75
9508,Masculino,Branca,Estadual,342.3,373.1,482.9,415.4,600.0,ES incompleto,PG incompleto,True,17.0,726.001,0.9,0.2,0.4,1.2
9509,Feminino,Branca,Estadual,503.5,495.5,510.2,489.7,500.0,EF-2 incompleto,ES incompleto,True,18.0,330.0,1.0,0.5,0.0,1.0
9510,Feminino,Parda,Estadual,599.1,574.2,583.4,546.7,580.0,ES incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.25
9511,Feminino,Branca,Estadual,566.4,461.7,593.5,549.2,840.0,ES incompleto,EM incompleto,True,18.0,742.50125,0.5,0.0,0.0,1.5
9512,Feminino,Branca,Estadual,614.7,537.6,642.5,511.0,600.0,EM incompleto,PG completo,True,18.0,742.50125,1.125,0.25,0.0,1.0
9513,Feminino,Parda,Estadual,435.5,343.1,602.9,458.8,380.0,EM incompleto,EM incompleto,True,18.0,330.00100000000003,0.6,0.2,0.2,0.2
9514,Feminino,Branca,Privada,635.9,477.3,668.8,560.2,760.0,ES incompleto,PG incompleto,True,17.0,4950.0025000000005,1.0,1.0,0.5,3.5
9515,Feminino,Branca,Privada,611.8,541.5,717.7,517.5,620.0,ES incompleto,PG incompleto,True,17.0,1815.00125,0.75,0.75,0.5,1.75
9516,Feminino,Branca,Estadual,469.7,533.7,576.6,467.7,780.0,EM incompleto,EM incompleto,True,18.0,0.0,1.0,0.3333333333333333,0.0,1.3333333333333333
9517,Feminino,Branca,Privada,380.5,548.3,381.7,542.2,620.0,ES incompleto,PG completo,True,18.0,1188.001,0.2,0.4,0.2,1.2
9518,Feminino,Preta,Estadual,554.5,466.2,431.3,508.7,660.0,ES incompleto,ES incompleto,True,18.0,220.0,1.0,0.3333333333333333,0.0,1.6666666666666667
9519,Masculino,Preta,Estadual,378.6,479.7,496.3,472.9,620.0,ES incompleto,ES incompleto,True,18.0,2420.0016666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333
9520,Masculino,Branca,Privada,596.8,564.5,696.2,591.5,700.0,PG completo,PG completo,True,17.0,4455.00125,0.75,0.5,0.75,2.0
9521,Masculino,Branca,Privada,500.4,454.4,586.4,493.4,560.0,PG incompleto,PG incompleto,True,17.0,2805.0012500000003,1.125,0.0,0.25,1.25
9522,Feminino,Parda,Estadual,479.3,481.0,408.6,497.3,720.0,EF-2 incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.0
9523,Feminino,Branca,Privada,605.0,554.6,707.1,589.3,520.0,ES incompleto,PG incompleto,True,18.0,726.001,0.0,0.0,0.2,1.0
9524,Feminino,Branca,Estadual,573.7,450.6,567.7,588.0,720.0,EF-1 incompleto,ES incompleto,True,18.0,495.0008333333333,0.75,0.0,0.3333333333333333,1.0
9525,Masculino,Branca,Privada,636.6,614.5,776.8,561.9,780.0,PG completo,PG completo,True,17.0,2145.0012500000003,1.125,1.125,0.5,2.0
9526,Feminino,Branca,Estadual,373.9,502.3,516.4,533.0,620.0,ES incompleto,EM incompleto,True,18.0,550.0016666666667,1.0,0.0,0.3333333333333333,1.6666666666666667
9527,Feminino,Parda,Estadual,451.9,359.7,542.4,450.3,560.0,EM incompleto,ES incompleto,True,18.0,594.001,0.2,0.2,0.2,1.0
9528,Feminino,Parda,Estadual,553.9,513.5,586.8,568.6,600.0,ES incompleto,ES incompleto,True,17.0,1155.00125,1.125,0.25,0.25,1.25
9529,Masculino,Amarela,Privada,589.3,632.2,692.3,562.4,840.0,EM incompleto,EF-2 incompleto,True,17.0,742.50125,0.5,0.25,0.0,1.0
9530,Masculino,Branca,Privada,621.8,612.6,794.9,501.0,880.0,PG completo,PG completo,True,18.0,5775.001249999999,1.125,1.125,0.25,1.25
9531,Feminino,Parda,Estadual,583.2,495.9,489.4,578.8,700.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.0,0.25,1.5
9532,Feminino,Branca,Privada,439.7,469.6,501.0,581.9,700.0,EF-2 incompleto,EF-2 incompleto,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667
9533,Masculino,Preta,Estadual,540.4,519.0,604.0,574.1,340.0,EF-1 incompleto,PG completo,True,17.0,742.50125,0.75,0.25,0.25,1.0
9534,Masculino,Branca,Privada,635.7,505.9,696.6,589.5,920.0,PG completo,PG completo,True,18.0,9900.001666666663,1.0,1.0,1.5,3.1666666666666665
9535,Masculino,Preta,Estadual,418.6,572.4,625.3,460.3,540.0,ES incompleto,EM incompleto,True,18.0,1815.00125,1.125,0.75,0.0,1.25
9536,Masculino,Branca,Privada,556.4,504.3,574.2,544.0,560.0,ES incompleto,EM incompleto,True,19.0,1155.00125,1.125,0.5,0.25,1.5
9537,Feminino,Branca,Estadual,540.7,520.3,461.6,552.4,680.0,PG incompleto,ES incompleto,True,17.0,770.0016666666667,1.0,0.0,0.3333333333333333,1.3333333333333333
9538,Feminino,Parda,Privada,329.0,446.8,441.5,382.3,360.0,EF-2 incompleto,ES incompleto,True,19.0,3630.0025,0.0,1.0,0.5,3.5
9539,Masculino,Branca,Privada,605.1,528.7,664.8,454.9,640.0,PG incompleto,PG incompleto,True,17.0,3740.001666666667,1.0,1.5,0.0,2.333333333333333
9540,Masculino,Parda,Estadual,630.5,557.0,487.9,618.5,680.0,ES incompleto,EM incompleto,False,17.0,1485.00125,1.125,0.0,0.25,0.75
9541,Masculino,Parda,Estadual,494.2,500.5,513.3,565.1,620.0,Nunca estudou,EM incompleto,True,17.0,165.0,0.5,0.0,0.0,0.75
9542,Masculino,Branca,Privada,538.4,532.7,717.9,547.9,540.0,PG completo,PG incompleto,True,18.0,3135.0012500000003,1.125,1.125,0.5,2.0
9543,Feminino,Parda,Estadual,535.4,542.5,503.9,571.7,500.0,ES incompleto,ES incompleto,True,18.0,288.750625,0.5625,0.0,0.125,0.75
9544,Masculino,Parda,Federal,652.0,586.6,661.9,605.3,700.0,EF-1 incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.0,2.333333333333333
9545,Feminino,Branca,Estadual,564.7,448.8,505.8,523.7,740.0,ES incompleto,ES incompleto,True,18.0,462.001,0.9,0.2,0.0,1.0
9546,Feminino,Branca,Estadual,551.7,454.3,517.8,554.2,620.0,EF-1 incompleto,EM incompleto,True,17.0,330.00100000000003,0.9,0.0,0.0,0.8
9547,Masculino,Branca,Privada,538.6,470.0,587.3,538.9,760.0,PG incompleto,PG incompleto,True,18.0,3300.001666666667,1.5,0.6666666666666666,0.0,2.333333333333333
9548,Masculino,Branca,Privada,566.3,654.5,578.4,560.6,620.0,PG completo,PG completo,False,18.0,11550.0025,1.0,1.0,0.5,2.5
9549,Feminino,Branca,Privada,613.2,508.7,629.9,570.0,720.0,PG incompleto,PG completo,True,18.0,1155.00125,1.125,0.25,0.0,1.5
9550,Feminino,Branca,Estadual,642.7,576.9,730.5,551.9,920.0,PG incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9551,Feminino,Parda,Privada,647.6,572.4,645.5,564.1,640.0,ES incompleto,PG incompleto,True,18.0,8910.0025,1.5,0.5,0.5,3.0
9552,Masculino,Amarela,Privada,537.7,493.3,492.8,546.7,540.0,ES incompleto,ES incompleto,True,17.0,412.50125,0.75,0.0,0.25,1.0
9553,Feminino,Branca,Estadual,602.0,607.6,613.4,561.4,880.0,EF-2 incompleto,PG incompleto,True,17.0,2805.0012500000003,1.125,0.25,0.25,1.75
9554,Masculino,Parda,Estadual,626.2,516.6,678.9,563.4,600.0,EF-2 incompleto,EF-2 incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.0,2.0
9555,Feminino,Branca,Privada,554.2,605.9,674.2,584.2,940.0,ES incompleto,PG incompleto,True,17.0,7425.001249999999,1.125,0.75,0.5,2.625
9556,Feminino,Branca,Privada,684.4,564.7,698.6,626.4,860.0,PG completo,PG completo,True,18.0,7425.001249999999,1.125,0.5,0.75,1.75
9557,Masculino,Parda,Privada,605.7,553.1,667.5,558.0,780.0,ES incompleto,EF-2 incompleto,True,17.0,7425.001249999999,1.125,0.25,0.5,1.25
9558,Masculino,Branca,Estadual,522.7,453.8,398.1,427.4,860.0,ES incompleto,ES incompleto,True,18.0,2310.0025,1.0,0.0,0.0,2.0
9559,Masculino,Branca,Privada,515.0,557.9,496.3,560.3,540.0,PG incompleto,ES incompleto,True,18.0,907.50125,1.125,0.25,0.25,1.0
9560,Feminino,Branca,Estadual,439.0,439.6,502.3,453.6,0.0,ES incompleto,PG incompleto,True,17.0,1210.0016666666668,1.0,0.0,0.3333333333333333,1.6666666666666667
9561,Masculino,Parda,Privada,491.1,562.5,626.1,524.8,440.0,PG incompleto,PG incompleto,True,18.0,4620.000999999999,0.9,0.9,0.4,1.8
9562,Masculino,Branca,Estadual,555.3,533.6,539.5,546.2,680.0,EF-1 incompleto,EF-2 incompleto,True,17.0,165.0,0.5,0.0,0.0,1.0
9563,Masculino,Branca,Privada,584.6,405.7,657.7,482.4,800.0,ES incompleto,ES incompleto,True,18.0,5775.001249999999,1.125,0.5,0.75,2.5
