,TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP
9564,Feminino,Branca,Estadual,473.8,399.2,461.1,482.2,540.0,EF-1 incompleto,ES incompleto,True,17.0,742.50125,0.5,0.0,0.25,1.0
9565,Feminino,Branca,Privada,489.5,462.6,421.9,548.6,700.0,PG completo,PG completo,True,18.0,4455.00125,1.125,1.125,0.5,2.125
9566,Masculino,Branca,Estadual,449.1,514.7,573.0,535.0,680.0,ES incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9567,Feminino,Branca,Privada,542.4,501.5,456.7,522.6,580.0,EF-2 incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.5,0.5,2.0
9568,Feminino,Parda,Estadual,480.8,564.9,481.6,535.5,740.0,ES incompleto,ES incompleto,True,18.0,1155.0025,1.0,0.5,1.0,2.5
9569,Feminino,Branca,Estadual,637.4,595.2,608.4,601.2,920.0,EF-2 incompleto,ES incompleto,True,18.0,742.50125,0.0,0.25,0.25,0.75
9570,Masculino,Preta,Estadual,506.0,574.2,596.6,449.2,920.0,ES incompleto,ES incompleto,True,18.0,165.0,0.75,0.0,0.25,1.5
9571,Masculino,Branca,Privada,551.1,448.8,616.8,566.5,420.0,EM incompleto,ES incompleto,True,18.0,2475.0012500000003,1.125,0.5,0.75,1.5
9572,Masculino,Branca,Privada,593.2,636.9,762.6,593.1,580.0,ES incompleto,ES incompleto,True,17.0,1155.00125,0.75,0.25,0.25,1.5
9573,Masculino,Branca,Estadual,595.8,505.3,673.3,559.1,740.0,PG incompleto,PG incompleto,True,17.0,1155.00125,0.75,0.25,0.25,1.25
9574,Masculino,Preta,Privada,600.2,557.2,687.5,476.0,820.0,PG completo,EF-1 incompleto,True,17.0,1155.00125,1.125,0.25,0.0,0.75
9575,Masculino,Branca,Privada,420.0,375.6,471.4,424.6,520.0,PG completo,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.5,1.75
9576,Masculino,Preta,Estadual,510.7,416.6,497.8,407.1,600.0,PG completo,ES incompleto,True,19.0,550.0016666666667,1.0,0.0,0.0,2.0
9577,Masculino,Branca,Privada,627.6,551.2,677.6,593.0,940.0,EF-2 incompleto,EM incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.0
9578,Feminino,Branca,Estadual,484.1,482.9,469.0,543.6,400.0,ES incompleto,EM incompleto,True,18.0,220.0,0.3333333333333333,0.0,0.0,1.0
9579,Feminino,Branca,Privada,536.8,536.8,447.8,551.7,520.0,PG completo,PG completo,True,18.0,3300.001666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665
9580,Feminino,Preta,Estadual,402.5,378.3,476.8,458.5,0.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
9581,Feminino,Branca,Privada,556.4,564.9,675.8,533.7,920.0,PG completo,PG completo,True,17.0,9900.001666666663,1.5,1.5,0.6666666666666666,2.6666666666666665
9582,Feminino,Branca,Estadual,605.4,524.5,593.0,609.8,680.0,EF-2 incompleto,PG completo,True,18.0,2970.0025,1.0,0.5,0.5,2.5
9583,Feminino,Branca,Privada,475.0,463.4,369.7,551.8,560.0,ES incompleto,ES incompleto,True,17.0,1155.00125,1.125,0.25,0.5,1.75
9584,Masculino,Branca,Privada,637.1,614.1,729.8,555.4,880.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.5,0.5,2.75
9585,Feminino,Branca,Privada,632.4,564.7,623.4,607.3,600.0,PG incompleto,PG completo,True,18.0,4840.001666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
9586,Feminino,Branca,Privada,585.3,611.9,650.0,607.3,880.0,PG incompleto,PG incompleto,True,17.0,14850.0025,1.0,1.5,0.5,4.0
9587,Masculino,Branca,Privada,635.0,651.5,729.6,550.2,860.0,PG incompleto,PG incompleto,True,17.0,4455.00125,1.125,0.5,0.5,2.25
9588,Masculino,Branca,Privada,599.2,590.1,732.2,607.7,720.0,EM incompleto,ES incompleto,True,18.0,1188.001,0.9,0.2,0.2,1.6
9589,Feminino,Branca,Estadual,553.1,482.1,496.6,557.5,580.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.25,0.5,2.0
9590,Feminino,Branca,Privada,610.7,564.0,610.1,577.4,660.0,PG completo,PG completo,True,18.0,7700.001666666666,1.0,1.5,0.3333333333333333,2.0
9591,Feminino,Parda,Estadual,615.4,568.2,579.1,693.1,900.0,PG incompleto,PG completo,True,18.0,2904.001,0.9,0.6,0.2,2.0
9592,Feminino,Branca,Privada,623.7,505.7,740.4,588.6,980.0,PG incompleto,PG incompleto,True,17.0,2475.0012500000003,0.75,0.75,0.5,2.25
9593,Feminino,Branca,Privada,621.4,476.1,715.1,561.2,760.0,PG incompleto,PG completo,True,17.0,9900.001666666663,1.0,1.0,0.3333333333333333,2.6666666666666665
9594,Feminino,Branca,Privada,577.0,533.7,534.8,545.6,600.0,PG incompleto,PG incompleto,True,18.0,1155.00125,1.125,0.75,0.5,2.875
9595,Feminino,Parda,Estadual,489.1,497.9,534.1,505.3,620.0,ES incompleto,EM incompleto,True,17.0,412.50125,1.125,0.25,0.25,1.0
9596,Masculino,Branca,Privada,558.5,497.9,546.0,501.4,840.0,PG completo,ES incompleto,True,17.0,4950.000833333333,0.75,0.75,0.3333333333333333,1.5833333333333333
9597,Feminino,Branca,Estadual,530.7,449.3,443.7,512.8,560.0,EM incompleto,PG incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
9598,Feminino,Branca,Estadual,653.2,565.2,632.8,598.6,900.0,ES incompleto,PG incompleto,True,17.0,412.50125,0.75,0.25,0.25,1.25
9599,Masculino,Branca,Privada,614.5,624.6,693.4,608.7,960.0,PG completo,PG incompleto,True,18.0,5940.000999999999,0.9,0.6,0.2,1.6
9600,Masculino,Branca,Privada,595.4,654.6,750.3,584.6,960.0,PG completo,PG incompleto,True,17.0,2145.0012500000003,1.125,0.75,0.25,2.125
9601,Feminino,Parda,Estadual,635.1,547.6,659.3,611.7,780.0,EM incompleto,PG incompleto,True,17.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
9602,Feminino,Branca,Estadual,622.0,473.1,545.8,603.0,840.0,EM incompleto,EM incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
9603,Masculino,Preta,Estadual,581.8,550.3,562.3,493.3,0.0,ES incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.0,0.3333333333333333,1.6666666666666667
9604,Masculino,Branca,Privada,535.3,586.5,705.8,567.6,640.0,ES incompleto,EM incompleto,True,18.0,907.50125,1.125,0.25,0.25,1.5
9605,Masculino,Branca,Privada,603.6,524.7,471.4,602.8,840.0,ES incompleto,ES incompleto,True,18.0,1485.00125,1.125,0.5,0.25,1.75
9606,Feminino,Branca,Estadual,593.2,485.9,613.0,596.1,580.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.5,0.5,1.5
9607,Feminino,Parda,Estadual,558.3,552.8,593.6,602.6,620.0,EM incompleto,ES incompleto,True,18.0,165.0,1.125,0.25,0.0,1.25
9608,Feminino,Branca,Privada,657.3,584.7,772.1,638.8,780.0,PG completo,PG completo,True,17.0,7425.001249999999,1.125,1.125,0.75,2.875
9609,Masculino,Branca,Privada,494.1,376.5,568.6,581.3,500.0,EF-2 incompleto,ES incompleto,True,18.0,220.0,1.5,0.6666666666666666,0.3333333333333333,2.6666666666666665
9610,Masculino,Branca,Privada,633.8,598.1,690.0,591.7,880.0,PG completo,PG incompleto,True,17.0,7700.001666666666,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333
9611,Masculino,Branca,Privada,546.7,567.9,652.0,526.6,800.0,PG completo,PG incompleto,True,17.0,550.0016666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.333333333333333
9612,Masculino,Branca,Privada,583.4,578.7,682.1,550.5,660.0,PG incompleto,ES incompleto,True,17.0,330.0,1.0,0.5,0.0,2.5
9613,Masculino,Branca,Estadual,484.0,415.7,513.8,520.4,0.0,EF-2 incompleto,ES incompleto,True,18.0,220.0,1.0,0.0,0.3333333333333333,1.6666666666666667
9614,Masculino,Parda,Privada,564.7,575.6,768.0,493.8,660.0,EM incompleto,ES incompleto,True,18.0,330.00100000000003,0.9,0.2,0.2,0.8
9615,Feminino,Branca,Privada,560.3,462.2,425.4,515.7,940.0,ES incompleto,ES incompleto,True,18.0,0.0,0.9,0.6,0.2,1.2
9616,Masculino,Branca,Privada,572.9,524.8,526.6,554.1,540.0,PG completo,PG incompleto,True,18.0,3300.001666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333
9617,Masculino,Parda,Federal,590.4,545.4,700.1,614.7,560.0,PG completo,PG completo,True,19.0,7425.001249999999,1.125,0.25,0.25,1.75
9618,Feminino,Parda,Privada,528.4,512.8,384.4,602.1,860.0,PG incompleto,PG completo,True,18.0,3630.00125,1.125,0.25,0.25,2.375
9619,Masculino,Branca,Estadual,484.2,584.4,623.5,547.1,560.0,PG incompleto,PG incompleto,True,18.0,1485.00125,0.75,0.25,0.25,1.0
9620,Masculino,Branca,Estadual,393.4,535.4,566.7,346.7,520.0,EF-1 incompleto,EF-1 incompleto,True,17.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2.333333333333333
9621,Masculino,Branca,Privada,653.1,703.1,809.2,625.7,940.0,PG incompleto,PG completo,True,17.0,7425.001249999999,1.125,0.5,0.5,2.0
9622,Masculino,Branca,Privada,571.4,558.6,560.2,560.7,500.0,ES incompleto,ES incompleto,True,17.0,1980.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
9623,Feminino,Branca,Estadual,547.0,501.1,553.3,511.7,720.0,ES incompleto,PG completo,True,17.0,1210.0016666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0
9624,Feminino,Parda,Estadual,479.6,401.7,611.7,401.2,580.0,EF-1 incompleto,ES incompleto,True,18.0,132.0,0.9,0.2,0.4,1.0
9625,Feminino,Branca,Privada,597.6,466.9,453.0,592.9,720.0,PG incompleto,PG completo,True,18.0,1155.00125,0.75,0.5,0.25,1.25
9626,Masculino,Parda,Privada,492.6,457.7,397.9,455.0,360.0,EM incompleto,ES incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.333333333333333
9627,Masculino,Parda,Privada,603.8,515.9,646.9,509.5,740.0,ES incompleto,ES incompleto,True,18.0,1485.00125,1.125,0.25,0.25,1.75
9628,Masculino,Branca,Privada,594.5,519.0,610.8,599.7,740.0,EM incompleto,PG incompleto,True,17.0,1188.001,0.6,0.0,0.2,0.8
9629,Feminino,Parda,Estadual,548.3,555.1,632.7,534.4,780.0,EF-2 incompleto,EM incompleto,False,18.0,770.0016666666667,0.6666666666666666,0.0,0.0,1.3333333333333333
9630,Feminino,Branca,Estadual,569.4,585.5,639.8,608.4,940.0,ES incompleto,ES incompleto,True,17.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9631,Masculino,Branca,Estadual,524.3,436.6,449.8,557.7,480.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.6666666666666666,2.0
9632,Masculino,Branca,Privada,673.8,694.6,801.0,653.7,940.0,PG completo,PG completo,True,17.0,14850.0025,1.0,1.0,1.0,3.0
9633,Masculino,Parda,Estadual,604.2,547.5,577.1,566.7,960.0,EF-2 incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,0.0,0.3333333333333333,3.0
9634,Masculino,Branca,Estadual,485.0,508.8,528.5,480.3,560.0,EF-2 incompleto,EM incompleto,True,18.0,550.0016666666667,0.3333333333333333,0.0,0.0,0.6666666666666666
9635,Masculino,Branca,Estadual,601.9,533.9,616.2,554.5,660.0,ES incompleto,EF-1 incompleto,True,18.0,1155.00125,0.5,0.25,0.0,0.5
9636,Masculino,Parda,Municipal,553.9,504.1,521.3,511.2,360.0,ES incompleto,ES incompleto,True,18.0,220.0,0.3333333333333333,0.0,0.0,1.3333333333333333
9637,Feminino,Parda,Municipal,535.1,462.5,397.7,494.0,640.0,EM incompleto,EF-1 incompleto,True,20.0,330.00100000000003,0.9,0.0,0.2,0.8
9638,Feminino,Branca,Privada,501.7,345.7,468.1,418.0,680.0,ES incompleto,ES incompleto,True,18.0,742.50125,0.75,0.5,0.0,1.5
9639,Masculino,Branca,Estadual,597.7,586.1,791.6,623.5,760.0,ES incompleto,PG completo,True,18.0,4180.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333
9640,Feminino,Branca,Estadual,622.2,548.6,740.0,598.8,880.0,ES incompleto,PG incompleto,True,18.0,110.0,0.75,0.1666666666666666,0.0,0.8333333333333334
9641,Feminino,Preta,Estadual,483.3,457.8,377.4,511.3,560.0,EM incompleto,EM incompleto,True,17.0,577.50125,0.5,0.0,0.0,1.25
9642,Masculino,Parda,Municipal,506.1,417.6,413.8,440.2,300.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667
9643,Masculino,Branca,Privada,487.2,327.0,357.8,374.8,580.0,PG incompleto,PG incompleto,True,19.0,990.0016666666668,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
9644,Feminino,Parda,Estadual,552.0,478.9,550.3,550.3,460.0,EF-2 incompleto,ES incompleto,True,20.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9645,Feminino,Preta,Estadual,436.9,454.1,518.6,479.9,460.0,EF-2 incompleto,EM incompleto,True,18.0,550.0016666666667,1.0,0.0,0.3333333333333333,2.6666666666666665
9646,Masculino,Branca,Privada,725.7,737.6,895.8,687.8,720.0,PG incompleto,ES incompleto,True,18.0,3740.001666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
9647,Masculino,Preta,Estadual,598.3,593.6,728.7,597.3,800.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9648,Masculino,Branca,Privada,537.6,578.6,687.1,600.9,720.0,ES incompleto,ES incompleto,True,17.0,1980.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.0
9649,Masculino,Branca,Estadual,501.5,507.9,638.8,542.2,580.0,PG incompleto,PG completo,True,17.0,3300.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9650,Masculino,Parda,Estadual,369.4,497.4,365.6,398.7,340.0,ES incompleto,ES incompleto,True,17.0,742.50125,0.75,0.0,0.25,1.25
9651,Masculino,Branca,Privada,659.0,693.5,828.2,616.1,960.0,PG incompleto,PG incompleto,True,17.0,1155.00125,0.5,0.25,0.25,0.75
9652,Feminino,Parda,Privada,506.0,541.2,492.0,526.5,680.0,ES incompleto,ES incompleto,True,17.0,577.50125,1.125,0.25,0.25,1.0
9653,Masculino,Parda,Estadual,675.4,601.1,648.2,594.3,560.0,ES incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.75,1.0,2.0
9654,Feminino,Branca,Estadual,502.4,435.5,567.4,544.0,740.0,EF-2 incompleto,EM incompleto,True,18.0,0.0,1.0,0.0,0.0,2.0
9655,Masculino,Branca,Privada,477.8,379.6,405.0,492.8,820.0,EM incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,3.0
9656,Feminino,Branca,Estadual,582.2,556.1,622.9,532.0,680.0,PG incompleto,ES incompleto,True,18.0,412.50125,0.5,0.25,0.0,1.0
9657,Masculino,Parda,Privada,573.7,510.1,656.0,550.6,680.0,PG incompleto,PG incompleto,True,17.0,1155.00125,1.125,0.75,0.25,1.25
9658,Masculino,Parda,Privada,449.1,453.5,581.7,455.0,580.0,PG incompleto,PG completo,True,17.0,5775.001249999999,1.125,0.75,0.75,2.875
9659,Masculino,Branca,Privada,586.5,577.6,645.8,555.6,740.0,PG completo,PG completo,True,17.0,2805.0012500000003,1.125,0.5,0.25,1.75
9660,Masculino,Branca,Privada,611.4,608.1,691.6,603.6,560.0,PG completo,PG incompleto,True,18.0,2475.0012500000003,0.75,0.75,1.0,1.75
9661,Feminino,Branca,Privada,573.4,561.9,663.3,563.8,840.0,EF-1 incompleto,ES incompleto,True,17.0,550.0016666666667,0.6666666666666666,0.0,0.0,1.3333333333333333
9662,Masculino,Parda,Estadual,524.4,540.3,608.4,514.3,780.0,EM incompleto,PG completo,True,18.0,1452.001,0.9,0.2,0.6,1.0
9663,Masculino,Branca,Privada,473.8,491.5,635.6,518.3,740.0,ES incompleto,EM incompleto,True,17.0,2860.001666666667,1.0,0.3333333333333333,0.3333333333333333,3.0
9664,Masculino,Branca,Privada,628.7,617.4,717.4,589.7,760.0,PG incompleto,PG incompleto,True,17.0,11550.0025,1.0,1.0,0.5,3.5
9665,Feminino,Branca,Privada,579.3,419.0,574.7,607.2,880.0,PG completo,PG completo,True,17.0,2475.0012500000003,0.0,0.0,0.5,1.0
9666,Masculino,Branca,Privada,342.5,584.3,443.4,544.1,680.0,PG completo,PG completo,True,17.0,1155.00125,0.75,0.25,0.25,1.25
9667,Masculino,Parda,Estadual,619.3,632.7,738.1,559.0,680.0,ES incompleto,PG completo,True,17.0,2805.0012500000003,1.125,0.25,0.25,1.25
9668,Feminino,Amarela,Privada,702.8,660.4,793.5,566.9,900.0,PG incompleto,PG incompleto,True,17.0,2475.0012500000003,1.125,1.125,0.25,1.75
9669,Masculino,Parda,Estadual,608.6,545.5,594.5,505.9,640.0,ES incompleto,PG incompleto,False,18.0,165.0,0.5,0.25,0.0,1.0
9670,Feminino,Branca,Estadual,548.3,566.7,711.5,560.7,640.0,ES incompleto,PG completo,True,17.0,1815.00125,1.125,0.5,0.75,2.0
9671,Feminino,Branca,Estadual,439.0,496.8,370.5,451.3,580.0,EF-1 incompleto,EF-2 incompleto,True,17.0,132.0,0.4,0.0,0.0,0.6
9672,Feminino,Parda,Estadual,629.5,612.8,674.7,616.0,780.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.5,0.0,0.25,1.0
9673,Feminino,Branca,Privada,507.4,500.9,437.1,533.0,700.0,PG incompleto,PG completo,True,18.0,2970.0025,1.0,1.0,0.0,3.5
9674,Feminino,Branca,Privada,538.5,537.0,547.8,511.3,540.0,PG incompleto,PG completo,True,17.0,1540.0016666666668,1.0,1.0,0.3333333333333333,1.3333333333333333
9675,Masculino,Branca,Privada,579.9,512.7,658.0,586.9,580.0,ES incompleto,ES incompleto,True,17.0,5940.001666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667
9676,Masculino,Parda,Estadual,585.4,542.1,696.0,543.7,760.0,ES incompleto,ES incompleto,True,18.0,165.0,0.75,0.25,0.0,1.5
9677,Masculino,Branca,Privada,678.6,694.2,785.2,679.9,880.0,PG incompleto,PG incompleto,True,17.0,3740.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9678,Feminino,Parda,Estadual,571.4,480.4,462.4,561.9,840.0,EF-2 incompleto,PG incompleto,True,18.0,770.0016666666667,1.0,0.6666666666666666,0.0,1.6666666666666667
9679,Feminino,Branca,Estadual,508.4,490.8,667.7,541.1,740.0,EF-2 incompleto,PG incompleto,True,18.0,1155.00125,0.75,0.25,0.25,1.75
9680,Masculino,Branca,Estadual,588.9,562.3,686.3,629.8,560.0,ES incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333
9681,Feminino,Branca,Estadual,655.2,631.9,746.0,642.8,780.0,ES incompleto,EM incompleto,True,18.0,2310.0025,1.0,0.5,0.0,3.0
9682,Masculino,Branca,Privada,644.5,615.2,711.3,656.2,620.0,PG incompleto,PG completo,True,17.0,3630.00125,1.125,0.75,0.5,2.0
9683,Masculino,Branca,Estadual,537.2,514.5,467.7,557.1,620.0,PG incompleto,PG incompleto,True,17.0,924.001,0.9,0.0,0.2,0.8
9684,Feminino,Branca,Estadual,543.5,546.7,524.8,555.6,580.0,PG completo,PG completo,True,18.0,4840.001666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667
9685,Masculino,Branca,Privada,609.1,497.9,663.3,554.6,820.0,PG completo,PG completo,True,18.0,4840.001666666667,1.0,0.6666666666666666,0.6666666666666666,2.6666666666666665
9686,Feminino,Branca,Privada,669.8,698.2,813.1,679.6,860.0,PG incompleto,PG incompleto,True,17.0,7425.001249999999,1.125,0.75,0.75,2.25
9687,Masculino,Branca,Privada,575.3,489.0,606.3,566.9,560.0,PG incompleto,PG completo,True,17.0,1815.00125,0.75,0.5,0.25,1.75
9688,Masculino,Branca,Estadual,517.0,533.4,552.0,509.7,760.0,ES incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
9689,Masculino,Branca,Privada,560.8,601.4,683.7,555.1,640.0,PG completo,PG completo,True,18.0,1155.00125,1.125,0.75,0.5,1.5
9690,Feminino,Preta,Estadual,593.0,559.6,608.8,592.7,620.0,PG completo,PG completo,True,17.0,3300.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
9691,Feminino,Preta,Privada,533.1,437.1,653.8,487.2,560.0,ES incompleto,PG completo,True,17.0,1485.00125,0.5,0.0,0.25,1.25
9692,Feminino,Branca,Estadual,543.1,525.9,526.7,576.1,700.0,PG completo,ES incompleto,True,18.0,1716.0010000000002,0.9,0.4,0.4,1.0
9693,Masculino,Parda,Estadual,633.6,581.8,643.6,613.2,600.0,ES incompleto,PG incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.333333333333333
9694,Masculino,Branca,Estadual,642.4,547.8,597.9,601.3,640.0,ES incompleto,ES incompleto,True,18.0,2420.0016666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667
9695,Masculino,Parda,Estadual,560.9,523.6,532.8,594.2,580.0,EM incompleto,ES incompleto,True,18.0,577.50125,0.75,0.25,0.25,1.75
9696,Feminino,Parda,Estadual,691.5,652.6,723.0,567.8,940.0,PG completo,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,2.0
9697,Masculino,Preta,Estadual,518.8,576.4,666.6,552.6,760.0,ES incompleto,PG incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
9698,Feminino,Branca,Privada,674.3,578.4,649.4,608.1,900.0,PG incompleto,PG incompleto,True,17.0,412.50125,1.125,0.5,0.0,1.0
9699,Masculino,Branca,Estadual,579.8,478.5,590.9,557.7,540.0,PG incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25
9700,Masculino,Branca,Privada,494.3,394.2,463.5,614.4,580.0,ES incompleto,PG incompleto,True,18.0,1815.00125,0.75,0.5,0.25,1.75
9701,Feminino,Branca,Privada,479.5,455.2,588.7,603.0,620.0,EF-2 incompleto,PG incompleto,True,18.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9702,Masculino,Branca,Estadual,514.0,479.5,524.1,486.6,560.0,EF-2 incompleto,ES incompleto,True,18.0,1815.0025,0.5,1.5,0.0,2.0
9703,Masculino,Branca,Estadual,555.4,403.4,541.6,528.4,800.0,EF-1 incompleto,EF-2 incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
9704,Feminino,Branca,Privada,535.0,560.3,654.2,537.3,800.0,PG incompleto,ES incompleto,True,18.0,7425.001249999999,1.125,1.125,1.375,2.125
9705,Feminino,Parda,Privada,557.1,465.5,541.1,510.1,600.0,ES incompleto,PG incompleto,True,17.0,220.0,1.0,0.3333333333333333,0.0,1.3333333333333333
9706,Masculino,Branca,Estadual,547.8,528.5,573.2,512.4,500.0,PG incompleto,PG incompleto,True,17.0,1155.00125,0.75,0.5,0.25,1.25
9707,Masculino,Branca,Privada,556.1,566.7,644.2,527.5,740.0,ES incompleto,PG completo,True,17.0,4840.001666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667
9708,Feminino,Parda,Estadual,500.1,470.0,689.7,526.7,720.0,ES incompleto,ES incompleto,True,17.0,1485.00125,1.125,0.25,0.25,1.0
9709,Masculino,Parda,Privada,545.9,482.6,737.7,499.6,800.0,EF-2 incompleto,PG incompleto,True,17.0,1485.00125,0.75,0.0,0.25,1.25
9710,Feminino,Parda,Privada,634.2,602.3,536.8,620.6,560.0,ES incompleto,ES incompleto,True,18.0,2805.0012500000003,1.125,0.5,0.25,1.25
9711,Masculino,Parda,Privada,636.8,537.0,703.2,577.8,660.0,PG incompleto,PG incompleto,True,17.0,4840.001666666667,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333
9712,Feminino,Parda,Estadual,536.7,493.6,548.6,546.4,520.0,ES incompleto,ES incompleto,True,19.0,412.50125,0.75,0.25,0.0,1.25
9713,Feminino,Branca,Privada,656.4,697.6,827.9,612.6,740.0,PG completo,PG completo,True,17.0,9900.001666666663,1.0,1.0,0.6666666666666666,2.6666666666666665
9714,Masculino,Amarela,Privada,675.1,665.9,766.7,669.2,900.0,PG completo,PG completo,True,18.0,5775.001249999999,1.125,1.125,0.5,1.75
9715,Masculino,Amarela,Privada,502.6,375.5,662.4,478.5,600.0,EM incompleto,ES incompleto,True,18.0,990.0016666666668,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667
